hasPeak.An_kdmB_20h_HA_1	hasPeak.An_kdmB_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	TRUE	4	GO:0044238	primary metabolic process	728	728/2290	AN12279/AN5068/AN5055/AN5028/AN11778/AN11776/AN4991/AN4987/AN4985/AN4984/AN4976/AN10610/AN4965/AN4957/AN4956/AN4935/AN4925/AN4923/AN10614/AN4900/AN4894/AN4878/AN4871/AN4859/AN4843/AN4829/AN10599/AN4818/AN4794/AN4778/AN10593/AN4770/AN4769/AN4760/AN4744/AN4742/AN4741/AN4716/AN4702/AN4700/AN4691/AN4668/AN4667/AN4655/AN4603/AN4581/AN4570/AN4566/AN4563/AN4558/AN4544/AN4521/AN4515/AN4501/AN4500/AN4483/AN4479/AN4471/AN4462/AN4460/AN4443/AN4439/AN4422/AN4419/AN4401/AN4389/AN4388/AN4376/AN4365/AN4361/AN4353/AN10548/AN4335/AN10550/AN4329/AN10541/AN4324/AN4323/AN4322/AN4315/AN4310/AN4295/AN8866/AN8859/AN8856/AN11126/AN8837/AN11125/AN8834/AN8832/AN8830/AN8825/AN8824/AN8815/AN8794/AN8777/AN11112/AN8753/AN9504/AN8707/AN8694/AN8689/AN8677/AN9500/AN8667/AN8666/AN8655/AN8643/AN8639/AN8636/AN8615/AN11099/AN11098/AN8590/AN7872/AN7873/AN7878/AN7880/AN7896/AN7950/AN7971/AN8010/AN8039/AN8040/AN8060/AN8075/AN8102/AN8117/AN8118/AN8121/AN8129/AN8168/AN8169/AN11052/AN8186/AN8190/AN9461/AN8211/AN8226/AN8231/AN8234/AN8251/AN8269/AN8277/AN8282/AN4289/AN10533/AN4255/AN4251/AN4247/AN4243/AN4234/AN4222/AN4219/AN4218/AN4210/AN4208/AN4196/AN4189/AN10513/AN10512/AN4159/AN4154/AN4113/AN4102/AN4081/AN4080/AN4071/AN4056/AN4042/AN4034/AN10502/AN3943/AN3941/AN3925/AN3919/AN3918/AN3914/AN3911/AN3894/AN3881/AN3869/AN3835/AN3793/AN3787/AN3785/AN10467/AN3755/AN3753/AN3748/AN3747/AN3730/AN3729/AN3725/AN3719/AN3690/AN10459/AN3688/AN3675/AN3649/AN3644/AN3641/AN3637/AN3636/AN11406/AN3626/AN3607/AN3587/AN3547/AN10420/AN3515/AN3506/AN7388/AN7387/AN7375/AN7342/AN7332/AN7303/AN7297/AN10912/AN10906/AN10911/AN7193/AN7190/AN7159/AN7158/AN7146/AN7111/AN7103/AN7030/AN7028/AN7014/AN7012/AN7008/AN7007/AN10872/AN6985/AN6982/AN6973/AN7451/AN7468/AN7469/AN7475/AN7507/AN7511/AN7513/AN7533/AN7537/AN11753/AN7564/AN7567/AN7572/AN7576/AN7588/AN7592/AN7600/AN7610/AN7657/AN7659/AN7661/AN7709/AN7742/AN6405/AN6392/AN6359/AN6347/AN6338/AN6330/AN6318/AN6286/AN6280/AN6279/AN6250/AN6243/AN6236/AN6209/AN6195/AN6160/AN6159/AN6149/AN6129/AN6126/AN6091/AN6070/AN6067/AN6062/AN6060/AN6048/AN6014/AN6013/AN6010/AN5999/AN5992/AN5991/AN5986/AN5985/AN5976/AN5975/AN10763/AN5973/AN5956/AN5955/AN5939/AN5934/AN5924/AN5918/AN5907/AN5898/AN5897/AN5893/AN5888/AN5886/AN5871/AN5870/AN5849/AN5836/AN10747/AN10745/AN5823/AN5822/AN6499/AN6508/AN10824/AN6534/AN6540/AN6541/AN6555/AN6558/AN6567/AN6570/AN6577/AN10841/AN6610/AN6650/AN6679/AN6684/AN6694/AN6697/AN10844/AN6731/AN6733/AN6741/AN6787/AN6824/AN6828/AN6837/AN6849/AN10854/AN6857/AN6858/AN6920/AN6921/AN6933/AN6948/AN9339/AN9340/AN9380/AN9397/AN9408/AN1402/AN1396/AN1358/AN1357/AN1342/AN1339/AN1330/AN1319/AN1303/AN1277/AN1274/AN1265/AN1232/AN1217/AN1198/AN1183/AN1170/AN10156/AN1102/AN1097/AN1096/AN1069/AN1060/AN1037/AN1017/AN1015/AN11891/AN0936/AN0933/AN0931/AN0929/AN0928/AN0927/AN0919/AN0918/AN0914/AN0913/AN0902/AN0891/AN0889/AN10128/AN0863/AN0858/AN0817/AN10127/AN0802/AN0787/AN0780/AN10120/AN0767/AN0766/AN0742/AN0734/AN0733/AN0716/AN0689/AN0688/AN0680/AN0667/AN0664/AN0654/AN0651/AN0640/AN0609/AN0608/AN0593/AN0582/AN0565/AN0554/AN0533/AN0495/AN0494/AN10081/AN0440/AN0410/AN0408/AN10059/AN0369/AN0367/AN0364/AN0363/AN0351/AN10066/AN0333/AN0314/AN0299/AN0298/AN0295/AN0285/AN0279/AN0263/AN0260/AN0259/AN0241/AN10030/AN0228/AN0226/AN0224/AN0210/AN0182/AN0176/AN0170/AN0162/AN0148/AN0129/AN0128/AN0122/AN0121/AN0105/AN0098/AN0096/AN0086/AN0067/AN0065/AN0057/AN0056/AN0034/AN9025/AN9008/AN8978/AN8953/AN11152/AN9426/AN8886/AN8885/AN1414/AN1416/AN1418/AN1425/AN10191/AN11252/AN1518/AN1519/AN1536/AN1538/AN1539/AN1547/AN1551/AN1555/AN1573/AN1624/AN1632/AN1675/AN1678/AN1713/AN1720/AN1761/AN1780/AN1794/AN1799/AN1800/AN1812/AN1844/AN1848/AN1855/AN1874/AN1893/AN1895/AN1918/AN1923/AN1924/AN1948/AN1950/AN1984/AN1989/AN1990/AN1993/AN2001/AN2002/AN2009/AN2016/AN2017/AN2020/AN10256/AN2036/AN2062/AN2067/AN2069/AN2071/AN2072/AN2135/AN2136/AN2157/AN2237/AN2240/AN2248/AN2265/AN2270/AN2276/AN2290/AN2302/AN2303/AN2311/AN2315/AN2335/AN10299/AN2366/AN2375/AN2385/AN2395/AN2412/AN2421/AN2435/AN2436/AN2463/AN2489/AN2493/AN2500/AN2506/AN2508/AN2509/AN2526/AN11961/AN2572/AN2581/AN2597/AN9221/AN9148/AN11932/AN9141/AN9102/AN9095/AN9090/AN9083/AN9064/AN3468/AN3456/AN3433/AN3432/AN3431/AN3423/AN3422/AN3413/AN3369/AN3368/AN3318/AN3309/AN3308/AN3294/AN3250/AN3224/AN3223/AN3222/AN3214/AN10378/AN3188/AN3184/AN3181/AN3177/AN3176/AN3169/AN3153/AN3152/AN3149/AN3113/AN3102/AN3075/AN3071/AN3067/AN3053/AN3048/AN3044/AN3031/AN3001/AN2998/AN2997/AN2996/AN2984/AN2980/AN10351/AN2965/AN2944/AN2943/AN2936/AN2932/AN2927/AN2919/AN2916/AN2914/AN2911/AN2903/AN2902/AN2900/AN2885/AN2875/AN2855/AN2852/AN2815/AN2810/AN2793/AN2742/AN2740/AN2731/AN2670/AN10329/AN8298/AN8347/AN8388/AN8414/AN8457/AN11080/AN8524/AN8553/AN8565/AN8576/AN5119/AN5129/AN5133/AN5134/AN5144/AN5156/AN5159/AN5170/AN5199/AN5200/AN5203/AN5210/AN5217/AN5218/AN5237/AN10709/AN5777/AN5775/AN5759/AN5757/AN5752/AN5751/AN5747/AN5746/AN5740/AN5728/AN5725/AN5716/AN5715/AN5712/AN5682/AN5681/AN5674/AN5672/AN5668/AN5660/AN5651/AN5634/AN5626/AN5607/AN5604/AN5599/AN5589/AN5588/AN5585/AN5566/AN5563/AN5558/AN5525/AN5523/AN5517/AN5492/AN5452/AN5451/AN5447/AN5444/AN5441/AN5406/AN5351/AN5349/AN10663/AN5296/AN5279/AN5278
TRUE	TRUE	4	GO:0044281	small molecule metabolic process	271	271/2290	AN5068/AN5028/AN4987/AN10610/AN4957/AN4956/AN4923/AN4859/AN4829/AN10599/AN10593/AN4770/AN4769/AN4691/AN4603/AN4569/AN4500/AN4462/AN4443/AN4439/AN4401/AN4389/AN4388/AN4384/AN4376/AN4361/AN4353/AN10550/AN4329/AN4323/AN4310/AN8866/AN8859/AN8837/AN11125/AN8815/AN8797/AN8777/AN8749/AN8741/AN8707/AN8689/AN8677/AN8667/AN11098/AN7873/AN7878/AN7880/AN8009/AN8060/AN8075/AN8078/AN8099/AN8117/AN8118/AN8121/AN8168/AN8169/AN8188/AN8231/AN8251/AN8277/AN4208/AN10512/AN4159/AN4081/AN4071/AN4056/AN4042/AN10495/AN3901/AN3894/AN3881/AN3869/AN3748/AN3738/AN3719/AN3675/AN3641/AN3626/AN3607/AN3586/AN3547/AN3506/AN7388/AN7387/AN7331/AN7193/AN7146/AN7111/AN7028/AN7008/AN6985/AN6973/AN7451/AN7468/AN7469/AN7513/AN7564/AN7588/AN7600/AN7610/AN10981/AN7661/AN6338/AN6279/AN6236/AN6209/AN6195/AN6126/AN12017/AN6048/AN6032/AN6014/AN5999/AN5991/AN5986/AN5985/AN5975/AN5939/AN5918/AN5886/AN10745/AN5823/AN6499/AN10824/AN6525/AN6541/AN6555/AN10841/AN6643/AN6650/AN10844/AN6731/AN6791/AN6824/AN6840/AN10854/AN6933/AN9339/AN9408/AN1396/AN1342/AN1339/AN1334/AN1303/AN1277/AN1274/AN1198/AN1052/AN1037/AN1036/AN1017/AN0936/AN0919/AN0918/AN0891/AN0807/AN0787/AN0780/AN0689/AN0688/AN0667/AN0651/AN0640/AN0609/AN0608/AN0607/AN0593/AN0565/AN0554/AN0495/AN10081/AN0351/AN0314/AN0285/AN0270/AN0259/AN0232/AN0182/AN0170/AN0148/AN0067/AN0057/AN0034/AN9008/AN8978/AN9426/AN8886/AN1414/AN1425/AN10197/AN11252/AN1547/AN1624/AN1761/AN1778/AN1844/AN1895/AN1918/AN1923/AN1989/AN1990/AN1993/AN1999/AN2069/AN2248/AN2311/AN2315/AN2335/AN10299/AN2421/AN2435/AN2436/AN2493/AN2506/AN2508/AN2509/AN2526/AN9148/AN9090/AN9083/AN9064/AN3456/AN3432/AN3431/AN3412/AN3396/AN3223/AN3222/AN3184/AN3169/AN3031/AN2998/AN2944/AN2936/AN2916/AN2914/AN2900/AN2875/AN2855/AN2815/AN2793/AN2742/AN8388/AN8457/AN8524/AN8553/AN8565/AN5134/AN5144/AN5200/AN5210/AN5218/AN5226/AN5237/AN5746/AN5669/AN5651/AN5634/AN5626/AN5604/AN5589/AN5566/AN5563/AN5525/AN5492/AN5447/AN5444/AN5415/AN10663
TRUE	TRUE	4	GO:0070085	glycosylation	14	14/2290	AN4716/AN8226/AN4071/AN5888/AN6610/AN6857/AN0787/AN0667/AN0210/AN0086/AN9148/AN10709/AN5725/AN5682
TRUE	TRUE	4	GO:0070988	demethylation	1	1/2290	AN1060
TRUE	TRUE	4	GO:0071704	organic substance metabolic process	795	795/2290	AN12280/AN12279/AN5076/AN5068/AN5055/AN5028/AN11778/AN11776/AN4991/AN4987/AN4985/AN4984/AN4976/AN10610/AN4965/AN4957/AN4956/AN4935/AN4925/AN4923/AN10614/AN4900/AN4894/AN4878/AN4871/AN4859/AN4843/AN4829/AN10599/AN4818/AN4794/AN4778/AN10593/AN4770/AN4769/AN4760/AN4744/AN4742/AN4741/AN4716/AN4702/AN4700/AN4691/AN4668/AN4667/AN4655/AN4603/AN4581/AN4570/AN4569/AN4566/AN4563/AN4558/AN4544/AN4532/AN4521/AN4515/AN4501/AN4500/AN4483/AN4479/AN4471/AN4462/AN4460/AN4443/AN4439/AN4422/AN4419/AN4401/AN4389/AN4388/AN4384/AN4376/AN4365/AN4361/AN4353/AN10548/AN4335/AN10550/AN4329/AN10541/AN4324/AN4323/AN4322/AN4315/AN4310/AN4295/AN4293/AN8866/AN8859/AN8856/AN11126/AN8837/AN11125/AN8834/AN8832/AN8830/AN8825/AN8824/AN8815/AN8797/AN8794/AN8777/AN11112/AN8753/AN8749/AN8741/AN9504/AN8707/AN8694/AN8689/AN8677/AN9500/AN8667/AN8666/AN8655/AN8643/AN8639/AN8636/AN8615/AN11099/AN11098/AN8590/AN7872/AN7873/AN7878/AN7880/AN7896/AN7950/AN7971/AN8009/AN8010/AN8039/AN8040/AN8060/AN8075/AN8078/AN8099/AN8102/AN8117/AN8118/AN8121/AN8129/AN8168/AN8169/AN11052/AN8186/AN8188/AN8190/AN9461/AN8211/AN8226/AN8231/AN8234/AN8251/AN8269/AN8277/AN8282/AN4289/AN10533/AN4255/AN4251/AN4247/AN4243/AN4234/AN4222/AN4219/AN4218/AN4210/AN4208/AN4196/AN4189/AN10513/AN10512/AN4159/AN4154/AN4113/AN4102/AN4081/AN4080/AN4071/AN4056/AN4042/AN4034/AN10495/AN10502/AN3943/AN3941/AN3925/AN3919/AN3918/AN3914/AN3911/AN3901/AN3894/AN3881/AN3869/AN3835/AN3793/AN3787/AN3785/AN10467/AN3755/AN3753/AN3748/AN3747/AN3738/AN3730/AN3729/AN3725/AN3719/AN3690/AN10459/AN3688/AN3675/AN3663/AN3649/AN3644/AN3641/AN3637/AN3636/AN11406/AN3626/AN3607/AN3587/AN3586/AN3547/AN10420/AN3515/AN3506/AN7388/AN7387/AN7375/AN7342/AN7332/AN7331/AN7303/AN7297/AN7269/AN10912/AN10906/AN10911/AN7193/AN7190/AN7169/AN7159/AN7158/AN7146/AN7111/AN7103/AN7030/AN7028/AN7014/AN7012/AN7008/AN7007/AN10872/AN6985/AN6982/AN6973/AN7451/AN7468/AN7469/AN7475/AN7507/AN7511/AN7513/AN7533/AN7537/AN11753/AN7564/AN7567/AN7572/AN7576/AN7588/AN7592/AN7600/AN7610/AN7657/AN7659/AN10981/AN7661/AN7709/AN7711/AN7729/AN7742/AN6405/AN6392/AN6359/AN6347/AN6338/AN6330/AN6318/AN6317/AN6286/AN6280/AN6279/AN6250/AN6243/AN6236/AN6209/AN6195/AN6160/AN6159/AN6149/AN6129/AN6126/AN6091/AN6070/AN12017/AN6067/AN6062/AN6060/AN6048/AN6032/AN6014/AN6013/AN6010/AN5999/AN5992/AN5991/AN5986/AN5985/AN5976/AN5975/AN10763/AN5973/AN5956/AN5955/AN5939/AN5934/AN5924/AN5918/AN5907/AN5898/AN5897/AN5893/AN5888/AN5886/AN5871/AN5870/AN5849/AN5836/AN10747/AN10745/AN5823/AN5822/AN6499/AN6508/AN10824/AN6525/AN6534/AN6540/AN6541/AN6555/AN6558/AN6567/AN6570/AN6577/AN10841/AN6610/AN6643/AN6650/AN6651/AN6664/AN6679/AN6684/AN6694/AN6696/AN6697/AN10844/AN6731/AN6733/AN6741/AN6787/AN6791/AN6824/AN6828/AN6837/AN6840/AN6849/AN10854/AN6857/AN6858/AN6920/AN6921/AN6933/AN6948/AN9339/AN9340/AN9380/AN9397/AN9408/AN1402/AN1396/AN1379/AN1358/AN1357/AN1342/AN1339/AN1334/AN1330/AN1319/AN1303/AN1277/AN1274/AN1265/AN1232/AN1217/AN1198/AN1183/AN1170/AN10156/AN1102/AN1097/AN1096/AN1069/AN1060/AN1052/AN1037/AN1036/AN1017/AN1015/AN11891/AN0936/AN0933/AN0931/AN0929/AN0928/AN0927/AN0919/AN0918/AN0914/AN0913/AN0902/AN0891/AN0889/AN10128/AN0863/AN0858/AN0817/AN10127/AN0807/AN0802/AN0787/AN0780/AN10120/AN0767/AN0766/AN0764/AN0742/AN0734/AN0733/AN0716/AN0689/AN0688/AN0680/AN0667/AN0664/AN0660/AN0654/AN0651/AN0640/AN0609/AN0608/AN0607/AN0593/AN0582/AN0565/AN0554/AN0533/AN0495/AN0494/AN10081/AN10080/AN0440/AN0410/AN0408/AN10059/AN0369/AN0367/AN0364/AN0363/AN0351/AN10066/AN0333/AN0314/AN0299/AN0298/AN0295/AN0285/AN0279/AN0270/AN0263/AN0260/AN0259/AN0241/AN10030/AN0232/AN0228/AN0226/AN0224/AN0210/AN0182/AN0176/AN0170/AN0162/AN0148/AN0129/AN0128/AN0122/AN0121/AN0105/AN0098/AN0096/AN0086/AN0082/AN0067/AN0065/AN0057/AN0056/AN0034/AN9025/AN9008/AN8978/AN8953/AN11152/AN9426/AN8886/AN8885/AN1414/AN1416/AN1418/AN1425/AN1428/AN1429/AN10191/AN10197/AN11252/AN1518/AN1519/AN1536/AN1538/AN1539/AN1547/AN1551/AN1555/AN1573/AN1624/AN1632/AN1675/AN1678/AN1713/AN1720/AN1761/AN1778/AN1780/AN1794/AN1799/AN1800/AN1812/AN1844/AN1848/AN1855/AN1874/AN1879/AN1893/AN1895/AN1918/AN1923/AN1924/AN1948/AN1950/AN1984/AN1989/AN1990/AN1993/AN1999/AN2001/AN2002/AN2009/AN2016/AN2017/AN2020/AN10256/AN2036/AN2062/AN2067/AN2069/AN2071/AN2072/AN2135/AN2136/AN2157/AN2237/AN2240/AN2248/AN12476/AN2265/AN2270/AN2276/AN2284/AN2290/AN2302/AN2303/AN2311/AN2315/AN2335/AN10299/AN2366/AN2375/AN2385/AN2395/AN2412/AN2421/AN2435/AN2436/AN2463/AN2489/AN2493/AN2500/AN2506/AN2508/AN2509/AN2523/AN2526/AN11961/AN2532/AN2572/AN2581/AN2582/AN2597/AN9221/AN9148/AN11932/AN9141/AN9102/AN9095/AN9090/AN9083/AN9064/AN3468/AN3456/AN3433/AN3432/AN3431/AN3423/AN3422/AN3413/AN3412/AN3396/AN3369/AN3368/AN3318/AN3309/AN3308/AN3294/AN3250/AN3224/AN3223/AN3222/AN3214/AN10378/AN3188/AN3184/AN3181/AN3177/AN3176/AN3169/AN3153/AN3152/AN3150/AN3149/AN3113/AN3102/AN3075/AN3071/AN3067/AN3053/AN3048/AN3044/AN3031/AN3001/AN2998/AN2997/AN2996/AN2984/AN2980/AN10351/AN2965/AN2944/AN2943/AN2936/AN2932/AN2927/AN2919/AN2916/AN2914/AN2911/AN2903/AN2902/AN2900/AN2885/AN2875/AN2855/AN2852/AN2846/AN2815/AN2810/AN2793/AN2742/AN2740/AN2737/AN2731/AN2670/AN10329/AN8298/AN8347/AN8388/AN8414/AN8457/AN11080/AN8524/AN8553/AN8565/AN8566/AN8576/AN5119/AN5129/AN5130/AN5133/AN5134/AN5144/AN5156/AN5159/AN5170/AN5199/AN5200/AN5203/AN5210/AN5217/AN5218/AN5226/AN5237/AN10709/AN5777/AN5775/AN5759/AN5757/AN5752/AN5751/AN5747/AN5746/AN5740/AN5728/AN5725/AN5716/AN5715/AN5712/AN5682/AN5681/AN5674/AN5672/AN5669/AN5668/AN5660/AN5651/AN5634/AN5626/AN5607/AN5604/AN5599/AN5589/AN5588/AN5585/AN5566/AN5563/AN5558/AN5525/AN5523/AN5517/AN5492/AN5452/AN5451/AN5447/AN5444/AN5441/AN5415/AN5406/AN5351/AN5349/AN10663/AN5296/AN5279/AN5278
TRUE	TRUE	4	GO:0002252	immune effector process	1	1/2290	AN5558
TRUE	TRUE	4	GO:0002253	activation of immune response	1	1/2290	AN5558
TRUE	TRUE	4	GO:0002682	regulation of immune system process	1	1/2290	AN5558
TRUE	TRUE	4	GO:0002684	positive regulation of immune system process	1	1/2290	AN5558
TRUE	TRUE	4	GO:0006955	immune response	1	1/2290	AN5558
TRUE	TRUE	4	GO:0006792	regulation of sulfur utilization	2	2/2290	AN4361/AN5218
TRUE	TRUE	4	GO:0045883	positive regulation of sulfur utilization	2	2/2290	AN4361/AN5218
TRUE	TRUE	4	GO:0016049	cell growth	16	16/2290	AN4501/AN4439/AN10516/AN4171/AN4071/AN6318/AN6317/AN5802/AN6570/AN10171/AN1025/AN0410/AN0182/AN1558/AN2067/AN3422
TRUE	TRUE	4	GO:0007117	budding cell bud growth	3	3/2290	AN5934/AN1025/AN5740
TRUE	TRUE	4	GO:0030447	filamentous growth	125	125/2290	AN4990/AN4987/AN4935/AN4923/AN4915/AN4745/AN4716/AN4702/AN4667/AN4570/AN4566/AN4515/AN4501/AN4479/AN4439/AN4419/AN4416/AN4390/AN4376/AN4310/AN8863/AN8831/AN11098/AN8009/AN8226/AN8269/AN10516/AN4189/AN4080/AN4071/AN4042/AN3795/AN3787/AN3730/AN3719/AN3688/AN3642/AN3636/AN10420/AN7041/AN7030/AN7468/AN7572/AN7576/AN6330/AN6318/AN6317/AN6243/AN6195/AN6129/AN6058/AN10763/AN5918/AN5857/AN5836/AN5832/AN5802/AN6541/AN6566/AN6570/AN10841/AN6685/AN6688/AN6697/AN6731/AN10854/AN6886/AN6920/AN10171/AN1069/AN1025/AN1017/AN0931/AN0891/AN0863/AN0689/AN0667/AN0664/AN0651/AN0640/AN0410/AN9450/AN0241/AN0182/AN0170/AN0098/AN1416/AN1418/AN1428/AN10191/AN1536/AN1539/AN1555/AN1573/AN1628/AN10227/AN1800/AN1844/AN1848/AN2009/AN2067/AN2130/AN2412/AN2489/AN2509/AN2523/AN3422/AN3416/AN3188/AN3113/AN3085/AN2852/AN2701/AN8414/AN5134/AN5200/AN5210/AN10709/AN5746/AN5740/AN5660/AN5651/AN5517/AN5457/AN5296
TRUE	TRUE	4	GO:0040008	regulation of growth	39	39/2290	AN4987/AN4745/AN4501/AN4479/AN4419/AN4310/AN8825/AN8269/AN4171/AN3719/AN3688/AN7649/AN6195/AN6570/AN1069/AN1017/AN0891/AN0689/AN0651/AN0182/AN0170/AN0098/AN1416/AN10191/AN1539/AN10227/AN1800/AN1844/AN2067/AN2290/AN2412/AN2489/AN3422/AN2855/AN2852/AN8414/AN5757/AN5588/AN5341
TRUE	TRUE	4	GO:0044110	growth involved in symbiotic interaction	1	1/2290	AN8414
TRUE	TRUE	4	GO:0045926	negative regulation of growth	9	9/2290	AN4987/AN4745/AN4310/AN8269/AN1069/AN1017/AN0689/AN0170/AN2489
TRUE	TRUE	4	GO:0045927	positive regulation of growth	15	15/2290	AN4501/AN4479/AN4419/AN3719/AN3688/AN6570/AN0182/AN0098/AN1416/AN10191/AN1800/AN1844/AN2067/AN3422/AN8414
TRUE	TRUE	4	GO:0048589	developmental growth	3	3/2290	AN6318/AN6317/AN1558
TRUE	TRUE	4	GO:0043610	regulation of carbohydrate utilization	1	1/2290	AN1416
TRUE	TRUE	4	GO:0007059	chromosome segregation	20	20/2290	AN4969/AN4563/AN4360/AN9504/AN8187/AN8282/AN4265/AN6508/AN6553/AN1333/AN1170/AN0410/AN0065/AN3468/AN3124/AN3067/AN2886/AN2862/AN5133/AN5406
TRUE	TRUE	4	GO:0007017	microtubule-based process	14	14/2290	AN4969/AN4417/AN9504/AN7757/AN5934/AN6838/AN1333/AN0651/AN0410/AN0295/AN2067/AN3124/AN2862/AN2686
TRUE	TRUE	4	GO:0000075	cell cycle checkpoint	9	9/2290	AN4969/AN4501/AN4360/AN3941/AN7007/AN5822/AN0410/AN3067/AN2862
TRUE	TRUE	4	GO:0006457	protein folding	11	11/2290	AN8269/AN6010/AN6921/AN1069/AN0858/AN1950/AN9095/AN10351/AN2731/AN5129/AN5588
TRUE	TRUE	4	GO:0007165	signal transduction	80	80/2290	AN4987/AN4935/AN4915/AN10614/AN4818/AN4745/AN4733/AN4702/AN4668/AN4501/AN4479/AN4419/AN4369/AN4322/AN8831/AN9504/AN8234/AN8269/AN4189/AN4171/AN4113/AN3941/AN10442/AN3746/AN3719/AN3688/AN3607/AN7030/AN7028/AN6982/AN7513/AN7572/AN7576/AN7661/AN6249/AN12017/AN5973/AN5893/AN5832/AN5822/AN6566/AN6570/AN9397/AN1358/AN1334/AN10171/AN1283/AN1025/AN1017/AN0931/AN0664/AN0655/AN0651/AN0411/AN0182/AN9008/AN1573/AN10227/AN1800/AN1989/AN2005/AN2062/AN2067/AN2130/AN2430/AN2581/AN3422/AN3214/AN3102/AN2911/AN2742/AN2740/AN5768/AN5757/AN5755/AN5740/AN5677/AN5660/AN5341/AN5296
TRUE	TRUE	4	GO:0006903	vesicle targeting	1	1/2290	AN0411
TRUE	TRUE	4	GO:0006276	plasmid maintenance	3	3/2290	AN0802/AN2303/AN2862
TRUE	TRUE	4	GO:0006928	movement of cell or subcellular component	4	4/2290	AN1333/AN0651/AN3124/AN2862
TRUE	TRUE	4	GO:0006949	syncytium formation	16	16/2290	AN4702/AN8831/AN4264/AN4189/AN3719/AN7297/AN6125/AN1848/AN10261/AN3422/AN2701/AN5131/AN5169/AN5776/AN5458/AN5457
TRUE	TRUE	4	GO:0007049	cell cycle	121	121/2290	AN5028/AN4987/AN4984/AN4969/AN10610/AN4935/AN10595/AN4667/AN4615/AN4570/AN4566/AN4563/AN4501/AN4483/AN4419/AN4417/AN4390/AN4365/AN4360/AN8831/AN9504/AN9500/AN8187/AN8262/AN8270/AN8282/AN4265/AN10516/AN4169/AN3941/AN3785/AN3755/AN3739/AN3729/AN3725/AN3719/AN3607/AN7169/AN10902/AN7007/AN6982/AN7513/AN7572/AN7576/AN7657/AN6359/AN6243/AN6150/AN6070/AN10763/AN5836/AN5822/AN6508/AN6553/AN6685/AN6688/AN9380/AN1333/AN10171/AN1170/AN1096/AN1052/AN1017/AN11891/AN0931/AN0807/AN0733/AN0721/AN0655/AN0651/AN0640/AN0582/AN0410/AN0363/AN0295/AN0228/AN0226/AN0182/AN0135/AN0098/AN0078/AN0065/AN1536/AN1555/AN1844/AN1848/AN2059/AN2067/AN2071/AN2126/AN2130/AN2302/AN2412/AN10306/AN2484/AN2489/AN2505/AN9121/AN3468/AN3422/AN3387/AN3169/AN3152/AN3148/AN3124/AN3067/AN2965/AN2919/AN2911/AN2862/AN2686/AN5133/AN5156/AN5170/AN5759/AN5740/AN5627/AN5579/AN5523/AN5517/AN5406
TRUE	TRUE	4	GO:0007154	cell communication	124	124/2290	AN4987/AN4935/AN4923/AN4915/AN10614/AN4818/AN4745/AN4733/AN4716/AN4702/AN4668/AN4501/AN4479/AN4462/AN4419/AN4390/AN4369/AN4322/AN8831/AN9504/AN8168/AN8234/AN8251/AN8262/AN8269/AN4255/AN4189/AN4171/AN4113/AN4080/AN4042/AN3941/AN10442/AN3746/AN3719/AN3688/AN3675/AN3642/AN3636/AN3607/AN3587/AN10420/AN7388/AN7030/AN7028/AN6982/AN7468/AN7485/AN7513/AN7572/AN7576/AN7661/AN6249/AN6195/AN12017/AN5973/AN5918/AN5893/AN5860/AN5832/AN5823/AN5822/AN6566/AN6570/AN6731/AN10854/AN9340/AN9397/AN1358/AN1334/AN10171/AN1283/AN1025/AN1017/AN0931/AN0664/AN0655/AN0651/AN0609/AN0607/AN0554/AN10080/AN0411/AN0279/AN0241/AN10030/AN0182/AN9008/AN1428/AN9515/AN1573/AN10227/AN1800/AN1812/AN1989/AN2005/AN2062/AN2067/AN2130/AN2430/AN2489/AN2581/AN3422/AN3214/AN3102/AN3085/AN10350/AN2944/AN2911/AN2903/AN2742/AN2740/AN8540/AN5200/AN5210/AN5768/AN5757/AN5755/AN5740/AN5677/AN5660/AN5604/AN5341/AN5296
TRUE	TRUE	4	GO:0007163	establishment or maintenance of cell polarity	29	29/2290	AN4991/AN4987/AN4923/AN4460/AN8226/AN4171/AN3787/AN3675/AN7030/AN7576/AN5973/AN6685/AN1334/AN1099/AN1025/AN1017/AN0411/AN0410/AN0182/AN0078/AN1558/AN2067/AN2130/AN2936/AN2862/AN5129/AN10709/AN5740/AN5677
TRUE	TRUE	4	GO:0008219	cell death	13	13/2290	AN10614/AN4871/AN4758/AN4501/AN4402/AN8269/AN4064/AN7513/AN6243/AN0394/AN0182/AN8485/AN5712
TRUE	TRUE	4	GO:0019835	cytolysis	3	3/2290	AN10610/AN4695/AN6258
